	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED]	plot1_0000000100_30	MBL fold metallo-hydrolase	295	20	9.78554E-122	70.69	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000145493_1	DUF1259 domain-containing protein	295	20	0.0	86.84								
true	[BLASTED]	plot6_0000025096_3	lectin	242	20	2.96484E-67	59.06								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000414243_1	PQQ-dependent dehydrogenase, methanol/ethanol family	177	20	8.10112E-88	85.85	5	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:alcohol dehydrogenase (acceptor) activity; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process	EC:1.1.99.8	Acting on the CH-OH group of donors			
true	[BLASTED]	plot30_0000455572_2	hypothetical protein AUJ01_00910	227	20	2.1981E-100	74.35								
true	[BLASTED]	plot30_0000492231_1	GYD domain-containing protein	86	20	1.24402E-43	66.09								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000259874_2	lectin	229	20	4.12526E-149	82.43	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000395445_2	lectin	229	20	1.63902E-151	81.62	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000689623_2	lectin	229	20	4.20984E-151	81.77	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000471427_2	lectin	229	20	3.59621E-155	82.99	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED]	plot1_0000089733_6	nuclear transport factor 2 family protein	124	20	1.98299E-64	70.05	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot36_0000054547_2	branched chain amino acid ABC transporter substrate-binding protein	412	20	0.0	83.58								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000019280_10	superoxide dismutase	200	20	2.3078E-112	81.23	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED]	plot30_0000400507_2	hypothetical protein DMG97_34635	107	20	2.01973E-60	86.03								
true	[BLASTED]	plot30_0000412442_2	MBL fold metallo-hydrolase	354	20	0.0	85.13								
true	[BLASTED]	plot1_0000002651_19	hypothetical protein	399	20	0.0	79.14								
true	[BLASTED]	plot1_0000270649_4	SDR family oxidoreductase	102	20	2.56445E-59	93.0								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000377657_2	DUF1259 domain-containing protein	294	20	2.51764E-140	79.82	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	plot1_0000532404_2	DUF1259 domain-containing protein	294	20	1.4632E-141	80.58								
true	[BLASTED]	plot6_0000002410_9	NHL repeat-containing protein	365	20	0.0	74.82								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000043465_4	lectin	237	20	7.21313E-134	80.66	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000443719_2	lectin	237	20	3.89301E-134	81.84	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED]	plot1_0000209703_3	DUF1259 domain-containing protein	296	20	1.87155E-142	79.77								
true	[BLASTED]	plot1_0000641449_3	MBL fold metallo-hydrolase	208	20	1.74345E-139	85.98								
true	[BLASTED, MAPPED]	plot1_0000000653_17	lectin	229	20	2.44764E-135	81.29	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED]	plot1_0000460880_4	sugar ABC transporter substrate-binding protein	245	20	2.23253E-126	82.78								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000373939_2	alpha/beta hydrolase	252	20	1.7091E-159	86.49	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000165385_5	hypothetical protein	398	20	0.0	79.14								
true	[BLASTED]	plot30_0000141933_6	hypothetical protein DME16_16960	113	20	8.13373E-65	83.87								
true	[BLASTED, MAPPED]	plot1_0000691679_3	lectin	221	20	7.691E-85	70.06	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000057765_5	sulfurtransferase	282	20	1.01335E-174	81.64	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED]	plot1_0000652611_3	DUF1259 domain-containing protein	296	20	2.18575E-140	80.09								
true	[BLASTED]	plot1_0000648271_3	hypothetical protein BZY87_09055	251	20	1.13994E-135	83.52								
true	[BLASTED, MAPPED]	plot30_0000268980_3	antibiotic biosynthesis monooxygenase	96	20	5.18696E-40	75.76	2	F:GO:0004497; P:GO:0055114	F:monooxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000482831_1	fumarylacetoacetate hydrolase	103	20	1.94889E-51	82.35	2	F:GO:0016787; F:GO:0016853	F:hydrolase activity; F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000555538_2	sugar ABC transporter substrate-binding protein	360	20	0.0	83.54	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot1_0000333534_5	chemotaxis protein	42	15	8.90592E-11	76.29								
true	[BLASTED]	plot30_0000256582_2	VOC family protein	119	20	7.04344E-66	78.92								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000492913_3	PQQ-dependent dehydrogenase, methanol/ethanol family	422	20	0.0	94.14	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000435427_1	PQQ-dependent dehydrogenase, methanol/ethanol family	261	20	2.82101E-159	89.27	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000052817_4	N-acyl homoserine lactonase family protein	291	20	5.16283E-168	74.07	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot36_0000055953_4	MBL fold metallo-hydrolase	332	20	0.0	87.56								
true	[BLASTED]	plot1_0000137931_4	hypothetical protein	399	20	0.0	77.59								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000441512_1	fructose bisphosphate aldolase	271	20	7.08153E-169	90.98	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED]	plot36_0000501906_1	MBL fold metallo-hydrolase	132	20	9.73178E-75	79.77								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000633849_1	branched-chain amino acid ABC transporter substrate-binding protein	419	20	0.0	73.86	1	C:GO:0016021	C:integral component of membrane					
true	[NO-BLAST]	plot36_0000428712_2	---NA---	37											
true	[BLASTED]	plot30_0000528963_3	GAF domain-containing protein	37	2	7.23961E-13	94.52								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000175641_2	alpha/beta hydrolase	252	20	1.14135E-159	86.08	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000062945_2	sulfurtransferase	282	20	8.98364E-176	82.37	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED]	plot30_0000294695_5	hypothetical protein ETSY2_28620	97	20	8.66365E-52	77.52								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000122165_1	hypothetical protein DMG30_29470	203	20	2.14032E-116	83.26	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	plot30_0000220551_2	lectin	242	20	1.4448E-67	59.05								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000701930_1	pyrrolo-quinoline quinone	502	20	0.0	75.16	1	F:GO:0052934	F:alcohol dehydrogenase (cytochrome c) activity	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED]	plot1_0000403373_1	sugar ABC transporter substrate-binding protein	115	20	7.08603E-46	80.17								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000301663_5	O-acetylhomoserine aminocarboxypropyltransferase	85	20	5.14557E-41	90.75	5	F:GO:0003961; F:GO:0003962; F:GO:0016787; F:GO:0030170; P:GO:0071266	F:O-acetylhomoserine aminocarboxypropyltransferase activity; F:cystathionine gamma-synthase activity; F:hydrolase activity; F:pyridoxal phosphate binding; P:'de novo' L-methionine biosynthetic process	EC:2.5.1.49; EC:2.5.1.48	O-acetylhomoserine aminocarboxypropyltransferase; Cystathionine gamma-synthase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000000216_64	alcohol dehydrogenase	574	20	0.0	85.98	4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; P:oxidation-reduction process					
true	[BLASTED]	plot6_0000144836_1	hypothetical protein	365	9	3.49287E-27	45.3								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000052313_10	PQQ-dependent dehydrogenase, methanol/ethanol family	204	20	5.37548E-128	94.43	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000360793_3	alpha/beta hydrolase	165	20	8.223E-94	81.02	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000351249_2	sugar ABC transporter substrate-binding protein	181	20	2.62486E-93	82.02								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000072568_2	group 1 truncated hemoglobin	142	20	2.53942E-73	70.39	2	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000235953_1	phosphatase PAP2 family protein	458	20	0.0	63.53	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000308118_1	group 1 truncated hemoglobin	87	20	1.25387E-47	69.82	2	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding					
true	[BLASTED]	plot1_0000016005_5	branched chain amino acid ABC transporter substrate-binding protein	412	20	0.0	83.77								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000650678_2	lectin	215	20	1.75453E-137	85.4	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED]	plot1_0000011490_1	lectin	210	20	5.17127E-83	73.46	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000319029_3	BMP family ABC transporter substrate-binding protein	178	20	2.83857E-81	79.54	2	C:GO:0005886; P:GO:0008643	C:plasma membrane; P:carbohydrate transport					
true	[BLASTED]	plot1_0000047816_7	MBL fold metallo-hydrolase	333	20	0.0	85.45								
true	[BLASTED]	plot1_0000161831_1	MBL fold metallo-hydrolase	333	20	0.0	85.17								
true	[BLASTED]	plot1_0000002651_21	hypothetical protein	399	20	0.0	78.15								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000113742_5	lectin	228	20	7.08748E-127	81.76	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED]	plot30_0000015819_13	hypothetical protein	399	20	0.0	77.34								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000113508_1	alcohol dehydrogenase	563	20	0.0	87.25	4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot30_0000336817_1	extracellular solute-binding protein	98	20	6.30011E-23	65.23	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000131117_1	hypothetical protein AUH89_06545	41	1	1.73751E-20	100.0	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED]	plot30_0000009428_2	hypothetical protein DMD83_26040	116	20	9.64733E-57	78.69								
true	[BLASTED, MAPPED]	plot36_0000147719_3	lectin	229	20	1.4521E-124	79.47	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED]	plot30_0000009046_4	sugar ABC transporter substrate-binding protein	331	20	5.82794E-169	76.96								
true	[BLASTED]	plot1_0000689756_3	cupin domain-containing protein	129	20	4.15138E-43	72.8								
true	[BLASTED]	plot1_0000133194_2	cupin domain-containing protein	129	20	2.78728E-42	72.02								
true	[BLASTED]	plot1_0000007925_6	cupin domain-containing protein	129	20	2.45275E-43	73.1								
true	[BLASTED]	plot1_0000000639_18	cupin domain-containing protein	129	20	2.06827E-44	71.86								
true	[BLASTED]	plot1_0000088815_5	lectin	242	20	5.32464E-69	59.43								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000109200_3	alcohol dehydrogenase	574	20	0.0	86.33	4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; P:oxidation-reduction process					
true	[BLASTED]	plot6_0000102177_1	hypothetical protein EHM55_09470, partial	316	20	4.31936E-176	75.26								
true	[BLASTED, MAPPED]	plot6_0000018547_2	cupin	133	20	1.17531E-73	81.56	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000000104_89	group 1 truncated hemoglobin	142	20	1.47689E-80	73.05	2	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000146073_1	alpha/beta hydrolase	223	20	4.76763E-136	85.05	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000198911_6	carboxymethylenebutenolidase	232	20	2.0009E-129	84.38	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000042899_7	lectin	241	20	4.52203E-70	61.09								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000315500_3	lectin	209	20	2.36898E-110	79.87	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED]	plot30_0000289010_2	RidA family protein	128	20	1.57955E-55	68.92	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot1_0000186852_2	RidA family protein	128	20	2.07492E-54	68.46	1	F:GO:0016787	F:hydrolase activity					
true	[NO-BLAST]	plot30_0000354119_3	---NA---	139											
true	[BLASTED]	plot1_0000001618_33	lectin	242	20	7.76256E-71	61.56								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000559262_1	PQQ-dependent dehydrogenase, methanol/ethanol family	587	20	0.0	80.53	9	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; F:GO:0052935; F:GO:0052936; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:methanol ferricytochrome-c oxidoreductase activity; F:ethanol cytochrome-c oxidoreductase activity; F:2-chloroethanol cytochrome-c oxidoreductase activity; F:ethanol:cytochrome c oxidoreductase activity; F:2-chloroethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.7; EC:1.1.2.8	Methanol dehydrogenase (cytochrome c); Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED]	plot1_0000503238_1	sugar ABC transporter substrate-binding protein	188	20	1.21414E-71	69.83								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000143548_3	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	517	20	0.0	83.92	3	F:GO:0004040; F:GO:0016740; F:GO:0043864	F:amidase activity; F:transferase activity; F:indoleacetamide hydrolase activity	EC:3.5.1.4	Amidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000582970_3	PQQ-dependent dehydrogenase, methanol/ethanol family	226	20	2.85867E-142	93.93	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED]	plot30_0000195720_2	chemotaxis protein	163	20	1.90601E-76	71.18								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000168288_4	methyl-accepting chemotaxis protein	174	20	6.28752E-83	73.71	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000378477_3	gluconolactonase	236	20	1.69447E-144	86.24	5	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; C:integral component of membrane; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED]	plot1_0000001712_26	hypothetical protein	394	20	0.0	76.78								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000137173_4	hypothetical protein	405	20	1.16868E-170	71.31	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000168338_4	xanthine dehydrogenase family protein molybdopterin-binding subunit	407	20	0.0	79.46	3	C:GO:0016021; F:GO:0047121; P:GO:0055114	C:integral component of membrane; F:isoquinoline 1-oxidoreductase activity; P:oxidation-reduction process	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED]	plot1_0000171977_3	cupin	169	20	2.46077E-44	62.77	1	F:GO:0045735	F:nutrient reservoir activity					
true	[BLASTED]	plot1_0000000456_16	lectin	240	20	8.57183E-76	62.68								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000258536_3	N-acyl homoserine lactonase family protein	291	20	2.5097E-170	74.09	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000264746_1	methyl-accepting chemotaxis protein	162	20	6.95932E-75	73.81	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot1_0000313062_2	gluconolactonase	339	20	0.0	88.3								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000123768_3	superoxide dismutase	206	20	1.34193E-132	90.29	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000017184_1	PQQ-dependent dehydrogenase, methanol/ethanol family	600	20	0.0	87.25	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot1_0000352646_2	cytochrome C nitrite reductase	487	20	3.27071E-66	50.48	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000316350_4	amidohydrolase	219	20	1.07462E-129	87.98	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000000608_20	PQQ-dependent dehydrogenase, methanol/ethanol family	601	20	0.0	88.18	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000276417_2	DUF1330 domain-containing protein	95	20	5.75237E-47	84.52	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000065016_1	DUF1330 domain-containing protein	95	20	1.88983E-45	84.38	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED]	plot1_0000000303_24	cupin	170	20	1.92188E-44	62.94	1	F:GO:0045735	F:nutrient reservoir activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000183158_4	fumarylacetoacetate hydrolase	309	20	6.94232E-172	84.66	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000119185_4	ABC transporter substrate-binding protein	419	20	0.0	80.64	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot1_0000000639_11	MBL fold metallo-hydrolase	518	20	0.0	73.3								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000478659_1	MBL fold metallo-hydrolase	55	20	2.28767E-13	76.42	3	F:GO:0008270; F:GO:0008800; P:GO:0017001	F:zinc ion binding; F:beta-lactamase activity; P:antibiotic catabolic process	EC:3.5.2.6	Beta-lactamase			
true	[BLASTED]	plot1_0000587196_2	hypothetical protein DMG30_05925	154	20	1.30373E-54	66.15								
true	[BLASTED]	plot6_0000207539_3	sugar ABC transporter substrate-binding protein	255	20	7.46915E-168	93.69								
