	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED]	PYN75709.1	amino acid ABC transporter substrate-binding protein	463	20	0.0	93.77								
true	[BLASTED]	PYN74479.1	ABC transporter permease	437	20	0.0	92.09								
true	[BLASTED]	PYN73843.1	branched chain amino acid ABC transporter substrate-binding protein	423	20	0.0	94.75								
true	[BLASTED]	PYN73493.1	hypothetical protein DMD97_20410	128	20	9.47861E-89	89.75								
true	[BLASTED]	PYN73198.1	MBL fold metallo-hydrolase	404	20	0.0	73.9								
true	[BLASTED]	PYN72794.1	NIPSNAP family protein	211	20	1.28399E-153	92.84								
true	[BLASTED]	PYN72719.1	ABC transporter substrate-binding protein	246	20	1.16869E-171	91.43								
true	[BLASTED]	PYN72690.1	VOC family protein	129	20	1.80782E-88	85.84								
true	[BLASTED]	PYN72525.1	lactonase family protein	352	20	0.0	78.62								
true	[BLASTED]	PYN72358.1	Enamine deaminase RidA	264	20	0.0	85.53								
true	[BLASTED]	PYN71999.1	RidA family protein	116	20	7.63429E-78	94.26								
true	[BLASTED]	PYN71738.1	deaminase	128	20	8.70494E-88	94.1								
true	[BLASTED]	PYN71146.1	ABC transporter permease	403	20	0.0	90.28								
true	[BLASTED]	PYN70954.1	ABC transporter substrate-binding protein	391	20	0.0	95.14								
true	[BLASTED]	PYN68677.1	sugar ABC transporter substrate-binding protein	443	20	0.0	90.66								
true	[BLASTED]	PYN68640.1	hypothetical protein DMD90_04190	459	20	0.0	84.95								
true	[BLASTED]	PYN68180.1	Metallo-beta-lactamase superfamily protein	528	20	0.0	80.19								
true	[BLASTED]	PYN63411.1	cytochrome C nitrite reductase	270	20	0.0	68.56								
true	[BLASTED]	PYN62387.1	hypothetical protein DMD90_20445	296	20	0.0	90.55								
true	[BLASTED]	PYN61120.1	twin-arginine translocation signal domain-containing protein	539	20	0.0	89.49								
true	[BLASTED]	PYN59664.1	hypothetical protein DMD92_08475	234	20	7.51975E-170	95.21								
true	[BLASTED]	PYN59660.1	hypothetical protein DMD92_08455	199	20	4.94455E-147	90.69								
true	[BLASTED]	PYN58397.1	Leu/Ile/Val-binding protein	448	20	0.0	86.1								
true	[BLASTED]	PYN57099.1	hypothetical protein DMD92_14655	460	20	0.0	91.7								
true	[BLASTED]	PYN56190.1	hypothetical protein DMD92_16080	422	20	0.0	93.9								
true	[BLASTED]	PYN55714.1	ABC transporter substrate-binding protein	410	20	0.0	93.35								
true	[BLASTED]	PYN55144.1	ABC transporter substrate-binding protein	392	20	0.0	94.65								
true	[BLASTED]	PYN54851.1	cupin domain-containing protein	152	20	1.98444E-107	74.16								
true	[BLASTED]	PYN52128.1	hypothetical protein DME00_00365	79	15	4.01196E-50	88.39								
true	[BLASTED]	PYN51411.1	hypothetical protein DME00_02120	373	20	0.0	85.74								
true	[BLASTED]	PYN51364.1	ABC transporter substrate-binding protein	419	20	0.0	89.74								
true	[BLASTED]	PYN50671.1	Enamine deaminase RidA	263	20	0.0	84.5								
true	[BLASTED]	PYN50663.1	hypothetical protein DME00_04540	412	20	0.0	92.62								
true	[BLASTED]	PYN49952.1	bleomycin resistance protein	255	20	0.0	91.69								
true	[BLASTED]	PYN49279.1	hypothetical protein DME00_09515	226	20	1.19779E-164	89.65								
true	[BLASTED]	PYN49144.1	tricarboxylate transporter	327	20	0.0	92.01								
true	[BLASTED]	PYN48245.1	NmrA family transcriptional regulator	251	20	2.23912E-179	95.44								
true	[BLASTED]	PYN47362.1	hypothetical protein DME00_15980	441	20	0.0	87.6								
true	[BLASTED]	PYN47359.1	amino acid ABC transporter substrate-binding protein	305	20	0.0	87.15								
true	[BLASTED]	PYN46473.1	DUF1330 domain-containing protein	97	20	2.03776E-63	89.29								
true	[BLASTED]	PYN46329.1	amidase	327	20	0.0	79.57								
true	[BLASTED]	PYN45993.1	hypothetical protein DME00_20345	459	20	0.0	93.47								
true	[BLASTED]	PYN44982.1	hypothetical protein DMD95_09250	567	20	0.0	75.07								
true	[BLASTED]	PYN44981.1	hypothetical protein DMD95_09245, partial	411	20	0.0	78.02								
true	[BLASTED]	PYN44770.1	lectin	220	20	5.13079E-159	88.44								
true	[BLASTED]	PYN44582.1	ABC transporter substrate-binding protein	150	20	8.87035E-106	94.05								
true	[BLASTED]	PYN44223.1	DUF1080 domain-containing protein	201	20	7.61625E-145	79.02								
true	[BLASTED]	PYN43822.1	Leu/Ile/Val-binding protein	447	20	0.0	85.6								
true	[BLASTED]	PYN43469.1	hypothetical protein DMD95_13610	308	20	0.0	88.87								
true	[BLASTED]	PYN42921.1	1,4-butanediol diacrylate esterase	389	20	0.0	89.71								
true	[BLASTED]	PYN42805.1	short-chain dehydrogenase	249	20	0.0	93.38								
true	[BLASTED]	PYN42571.1	dehydrogenase	118	20	3.4063E-82	88.08								
true	[BLASTED]	PYN41936.1	hypothetical protein DMD95_18170	669	20	0.0	93.2								
true	[BLASTED]	PYN41786.1	hypothetical protein DMD95_18505	171	20	1.27744E-120	81.65								
true	[BLASTED]	PYN41309.1	hypothetical protein DMD95_19690	445	20	0.0	91.03								
true	[BLASTED]	PYN41260.1	hypothetical protein DME00_32190	424	20	0.0	91.9								
true	[BLASTED]	PYN40774.1	hypothetical protein DME00_33600	303	20	0.0	88.18								
true	[BLASTED]	PYN38414.1	ABC transporter substrate-binding protein	311	20	0.0	85.46								
true	[BLASTED]	PYN38412.1	hypothetical protein DME01_02560	372	20	0.0	87.08								
true	[BLASTED]	PYN37671.1	hypothetical protein DME01_04365	224	20	2.06782E-165	91.53								
true	[BLASTED]	PYN36038.1	tetratricopeptide repeat protein	559	20	0.0	80.6								
true	[BLASTED]	PYN35897.1	YncE family protein	380	20	0.0	87.16								
true	[BLASTED]	PYN35048.1	extracellular solute-binding protein	423	20	0.0	84.56								
true	[BLASTED]	PYN35012.1	6-phosphogluconolactonase	371	20	0.0	86.14								
true	[BLASTED]	PYN34621.1	hypothetical protein DMD98_10185	531	20	0.0	94.65								
true	[BLASTED]	PYN34136.1	hypothetical protein DMD98_11010	542	20	0.0	76.63								
true	[BLASTED]	PYN34040.1	extracellular solute-binding protein	437	20	0.0	58.05								
true	[BLASTED]	PYN33362.1	ABC transporter substrate-binding protein	488	20	0.0	91.9								
true	[BLASTED]	PYN32430.1	hypothetical protein DME01_21700	198	20	2.70909E-146	88.82								
true	[BLASTED]	PYN31706.1	heme-degrading domain-containing protein	210	20	3.51477E-148	86.03								
true	[BLASTED]	PYN31553.1	ABC transporter permease	437	20	0.0	92.56								
true	[BLASTED]	PYN31176.1	hypothetical protein DME01_24685	323	20	0.0	90.97								
true	[BLASTED]	PYN30461.1	branched chain amino acid ABC transporter substrate-binding protein	433	20	0.0	94.59								
true	[BLASTED]	PYN28350.1	MBL fold metallo-hydrolase	385	20	0.0	74.42								
true	[BLASTED]	PYN27885.1	hypothetical protein DMD99_01215	419	20	0.0	95.53								
true	[BLASTED]	PYN27611.1	hypothetical protein DMD80_10285	416	20	0.0	93.41								
true	[BLASTED]	PYN25465.1	tricarboxylate transporter	325	20	0.0	91.59								
true	[BLASTED]	PYN25070.1	hypothetical protein DMD99_09415	158	20	1.7818E-108	80.32								
true	[BLASTED]	PYN24242.1	hypothetical protein DMD99_11770	545	20	0.0	78.24								
true	[BLASTED]	PYN24180.1	PA-phosphatase	408	20	0.0	80.76								
true	[BLASTED]	PYN23622.1	hypothetical protein DMD76_16775	223	20	3.33074E-162	87.9								
true	[BLASTED]	PYN23375.1	amidase	519	20	0.0	80.37								
true	[BLASTED]	PYN22435.1	hypothetical protein DMD99_16865	231	20	4.12685E-167	87.24								
true	[BLASTED]	PYN22433.1	hypothetical protein DMD99_16855	309	20	0.0	80.95								
true	[BLASTED]	PYN22087.1	branched-chain amino acid ABC transporter substrate-binding protein	403	20	0.0	93.81								
true	[BLASTED]	PYN19939.1	deaminase	128	20	2.38348E-88	93.27								
true	[BLASTED]	PYN17944.1	branched-chain amino acid ABC transporter substrate-binding protein	406	20	0.0	93.47								
true	[BLASTED]	PYN17570.1	extracellular solute-binding protein	429	20	0.0	79.15								
true	[BLASTED]	PYN16714.1	SCP-2 family sterol carrier protein	107	20	5.31185E-72	73.95								
true	[BLASTED]	PYN16678.1	MBL fold metallo-hydrolase	356	20	0.0	85.03								
true	[BLASTED]	PYN15444.1	hypothetical protein DME05_11825	462	20	0.0	74.81								
true	[BLASTED]	PYN14538.1	ABC transporter permease	438	20	0.0	88.47								
true	[BLASTED]	PYN09378.1	NIPSNAP family protein	211	20	2.19826E-153	85.01								
true	[BLASTED]	PYN07392.1	hypothetical protein DME02_12055	309	20	0.0	89.62								
true	[BLASTED]	PYN06215.1	hypothetical protein DME02_16780	371	20	0.0	93.53								
true	[BLASTED]	PYN05637.1	hypothetical protein DME02_19015	446	20	0.0	88.85								
true	[BLASTED]	PYN04396.1	1,4-butanediol diacrylate esterase	388	20	0.0	88.36								
true	[BLASTED]	PYN03573.1	lectin	222	20	2.25436E-159	90.18								
true	[BLASTED]	PYN03428.1	RraA family protein	225	20	3.70718E-164	92.69								
true	[BLASTED]	PYN02449.1	sugar ABC transporter substrate-binding protein	413	20	0.0	81.87								
true	[BLASTED]	PYM96691.1	tricarboxylate transporter	330	20	0.0	91.65								
true	[BLASTED]	PYM96199.1	cupin domain-containing protein	118	20	2.0792E-78	93.57								
true	[BLASTED]	PYM95647.1	4,5-dihydroxyphthalate decarboxylase	309	20	0.0	82.71								
true	[BLASTED]	PYM94104.1	ABC transporter substrate-binding protein	409	20	0.0	77.38								
true	[BLASTED]	PYM93933.1	hypothetical protein DME04_10350	580	20	0.0	77.21								
true	[BLASTED]	PYM90749.1	enamine deaminase RidA	351	20	0.0	84.79								
true	[BLASTED]	PYM89849.1	Enamine deaminase RidA	264	20	0.0	83.22								
true	[BLASTED]	PYM87213.1	gluconolactonase	358	20	0.0	88.12								
true	[BLASTED]	PYM83123.1	hypothetical protein DME09_11860	164	20	5.62026E-112	80.65								
true	[BLASTED]	PYM81846.1	ABC transporter substrate-binding protein	351	20	0.0	82.9								
true	[BLASTED]	PYM79919.1	hypothetical protein DME13_24475	456	20	0.0	89.86								
true	[BLASTED]	PYM79227.1	branched-chain amino acid ABC transporter substrate-binding protein	241	20	2.35441E-178	87.63								
true	[BLASTED]	PYM78742.1	1,4-butanediol diacrylate esterase	421	20	0.0	88.65								
true	[BLASTED]	PYM78217.1	hypothetical protein DME03_01170, partial	227	20	2.64622E-169	91.52								
true	[BLASTED]	PYM78213.1	ABC transporter permease	264	20	0.0	92.2								
true	[BLASTED]	PYM77145.1	hypothetical protein DME03_06340, partial	517	20	0.0	74.13								
true	[BLASTED]	PYM76989.1	6-phosphogluconolactonase	256	20	0.0	86.22								
true	[BLASTED]	PYM76028.1	ABC transporter substrate-binding protein	410	20	0.0	92.27								
true	[BLASTED]	PYM75716.1	hypothetical protein DME10_03295	292	20	0.0	88.8								
true	[BLASTED]	PYM75541.1	hypothetical protein DME10_04005	319	20	0.0	93.5								
true	[BLASTED]	PYM75227.1	hypothetical protein DME03_11650	368	20	0.0	89.15								
true	[BLASTED]	PYM75160.1	hypothetical protein DME03_11845	113	20	1.55843E-76	85.96								
true	[BLASTED]	PYM74925.1	hypothetical protein DME16_16215	118	20	1.81244E-80	84.03								
true	[BLASTED]	PYM73460.1	ABC transporter substrate-binding protein	401	20	0.0	94.28								
true	[BLASTED]	PYM73243.1	hypothetical protein DME10_10565	417	20	0.0	93.79								
true	[BLASTED]	PYM73196.1	lectin	208	20	4.55773E-150	88.53								
true	[BLASTED]	PYM72791.1	4,5-dihydroxyphthalate decarboxylase	315	20	0.0	82.92								
true	[BLASTED]	PYM72263.1	hypothetical protein DMD77_04410	101	20	2.48004E-69	89.8								
true	[BLASTED]	PYM71941.1	hypothetical protein DME16_20565	116	20	9.12074E-81	91.92								
true	[BLASTED]	PYM71367.1	hypothetical protein DME03_19680	308	20	0.0	87.69								
true	[BLASTED]	PYM69894.1	hypothetical protein DME03_21760	123	20	7.12135E-85	90.58								
true	[BLASTED]	PYM69403.1	ABC transporter substrate-binding protein	349	20	0.0	59.18								
true	[BLASTED]	PYM68627.1	RraA family protein	261	20	0.0	90.0								
true	[BLASTED]	PYM68242.1	NIPSNAP family protein	108	20	8.05068E-75	90.74								
true	[BLASTED]	PYM67751.1	ABC transporter substrate-binding protein	392	20	0.0	87.56								
true	[BLASTED]	PYM67748.1	DUF4331 domain-containing protein	533	20	0.0	65.36								
true	[BLASTED]	PYM64807.1	dehydrogenase	125	20	2.97056E-86	83.39								
true	[BLASTED]	PYM64359.1	branched-chain amino acid ABC transporter substrate-binding protein	403	20	0.0	88.29								
true	[BLASTED]	PYM60183.1	hypothetical protein DMD79_16255	224	20	4.78958E-154	65.87								
true	[BLASTED]	PYM56874.1	ABC transporter substrate-binding protein	476	20	0.0	70.57								
true	[BLASTED]	PYM56573.1	hypothetical protein DME16_20550	203	20	2.04406E-150	83.4								
true	[BLASTED]	PYM54569.1	DUF4440 domain-containing protein	256	20	0.0	84.26								
true	[BLASTED]	PYM53568.1	cupin domain-containing protein	158	20	1.3048E-110	87.51								
true	[BLASTED]	PYM51167.1	heme-binding protein	170	20	2.25506E-116	82.98								
true	[BLASTED]	PYM48365.1	branched chain amino acid ABC transporter substrate-binding protein	397	20	0.0	94.99								
true	[BLASTED]	PYM47400.1	ABC transporter permease	403	20	0.0	93.12								
true	[BLASTED]	PYM45759.1	hypothetical protein DME16_16520	514	20	0.0	92.9								
true	[BLASTED]	PYM43255.1	hypothetical protein DME16_22920	730	20	0.0	90.38								
true	[BLASTED]	PYM40732.1	hypothetical protein DME12_14635	431	20	0.0	84.96								
true	[BLASTED]	PYM39753.1	sugar ABC transporter substrate-binding protein	386	20	0.0	72.89								
true	[BLASTED]	PYM38883.1	hypothetical protein DME17_02775	225	20	1.00623E-163	92.06								
true	[BLASTED]	PYM37966.1	peptidase M23	306	20	0.0	87.83								
true	[BLASTED]	PYM33815.1	branched-chain amino acid ABC transporter substrate-binding protein	404	20	0.0	90.34								
true	[BLASTED]	PYM31456.1	lectin	223	20	7.25916E-162	89.2								
true	[BLASTED]	PYM29065.1	ABC transporter permease	441	20	0.0	91.64								
true	[BLASTED]	PYM26908.1	DUF4440 domain-containing protein	153	20	6.60022E-104	86.13								
true	[BLASTED]	PYM26579.1	extracellular solute-binding protein	568	20	0.0	85.24								
true	[BLASTED]	PYM26097.1	deaminase	128	20	1.38037E-87	93.12								
true	[BLASTED]	PYM25331.1	EthD family reductase	113	20	1.61061E-76	84.61								
true	[BLASTED]	PYM23066.1	ABC transporter permease	403	20	0.0	91.84								
true	[BLASTED]	PYM21552.1	cupin domain-containing protein	142	20	3.94368E-96	83.9								
true	[BLASTED]	PYM19936.1	tricarboxylate transporter	310	20	0.0	93.08								
true	[BLASTED]	PYM19597.1	Tetratricopeptide TPR_1 repeat-containing protein	554	20	0.0	78.14								
true	[BLASTED]	PYM19578.1	histidinol phosphatase	342	20	0.0	80.16								
true	[BLASTED]	PYM18781.1	heme-binding protein	172	20	1.39915E-118	88.61								
true	[BLASTED]	PYM18277.1	RidA family protein	136	20	2.69613E-94	88.15								
true	[BLASTED]	PYM17706.1	TIGR03118 family protein	392	20	0.0	75.75								
true	[BLASTED]	PYM17698.1	cupin domain-containing protein	113	20	2.39827E-75	87.03								
true	[BLASTED]	PYM17675.1	ABC transporter permease	403	20	0.0	89.86								
true	[BLASTED]	PYM16723.1	hypothetical protein DMD81_11705	491	20	0.0	89.71								
true	[BLASTED]	PYM16461.1	hypothetical protein DMD81_12470	112	20	6.67649E-75	82.73								
true	[BLASTED]	PYM16040.1	hypothetical protein DMD81_13535	425	20	0.0	94.12								
true	[BLASTED]	PYM16010.1	ABC transporter substrate-binding protein	248	20	2.86125E-175	86.68								
true	[BLASTED]	PYM15907.1	sugar ABC transporter substrate-binding protein	317	20	0.0	86.32								
true	[BLASTED]	PYM15831.1	aldo/keto reductase	325	20	0.0	80.15								
true	[BLASTED]	PYM15276.1	hypothetical protein DMD81_15490	186	20	3.23267E-135	87.73								
true	[BLASTED]	PYM14696.1	hypothetical protein DMD81_17185	154	20	1.91151E-108	87.86								
true	[BLASTED]	PYM14335.1	hypothetical protein DMD81_18285	77	11	1.39341E-48	89.21								
true	[BLASTED]	PYM14209.1	cupin domain-containing protein	158	20	2.91358E-109	84.57								
true	[BLASTED]	PYM14152.1	hypothetical protein DMD81_18850	222	20	1.00313E-164	87.38								
true	[BLASTED]	PYM14014.1	VOC family protein	185	20	3.19797E-135	70.33								
true	[BLASTED]	PYM13006.1	4,5-dihydroxyphthalate decarboxylase	345	20	0.0	83.87								
true	[BLASTED]	PYM12973.1	gluconolactonase	309	20	0.0	92.5								
true	[BLASTED]	PYM11505.1	lactonase family protein	352	20	0.0	76.83								
true	[BLASTED]	PYM08701.1	MBL fold metallo-hydrolase	331	20	0.0	82.87								
true	[BLASTED]	PYM05278.1	hypothetical protein DMD82_11600	450	20	0.0	94.9								
true	[BLASTED]	PYM04792.1	hypothetical protein DMD82_13375	221	20	7.00632E-163	87.89								
true	[BLASTED]	PYL95050.1	cytoplasmic protein	123	20	1.4142E-82	79.72								
true	[BLASTED]	PYL91264.1	histidine phosphatase family protein	198	20	3.08063E-142	87.94								
true	[BLASTED]	PYL90928.1	NmrA family transcriptional regulator	426	20	0.0	86.48								
true	[BLASTED]	PYL82879.1	hypothetical protein DMF21_00995	151	20	1.5434E-107	86.61								
true	[BLASTED]	PYL77854.1	hypothetical protein DMF26_02565	155	20	6.11161E-108	78.41								
true	[BLASTED]	PYL67661.1	glyoxalase	129	20	1.45559E-91	92.94								
true	[BLASTED]	PYL66004.1	hypothetical protein DMF25_01685	510	20	0.0	63.9								
true	[BLASTED]	PYL42174.1	histidine phosphatase family protein	199	20	1.015E-143	89.43								
true	[BLASTED]	PYL29424.1	hypothetical protein DMC59_06620	148	20	3.86061E-106	97.14								
true	[BLASTED]	PYL07560.1	hypothetical protein DME33_09990, partial	126	20	1.64297E-85	86.85								
true	[BLASTED]	PYK94521.1	hypothetical protein DME36_05615	997	20	0.0	84.45								
true	[BLASTED]	PYK85982.1	cupin domain-containing protein	116	20	3.95097E-78	91.38								
true	[BLASTED]	PYK55395.1	hypothetical protein DME48_04750	964	20	0.0	81.8								
true	[BLASTED]	PYK52806.1	2-aminomuconate deaminase	152	20	9.61676E-108	92.02								
true	[BLASTED]	PYK50124.1	hypothetical protein DME20_05030, partial	93	20	4.88706E-59	78.53								
true	[BLASTED]	PYK35888.1	hypothetical protein DME62_10530	394	20	0.0	95.56								
true	[BLASTED]	PYK24399.1	hypothetical protein DME59_13570	967	20	0.0	82.47								
true	[BLASTED]	PYJ60592.1	hypothetical protein DME24_08855	586	4	0.0	79.13								
true	[BLASTED]	PYJ42771.1	DUF305 domain-containing protein	479	20	0.0	84.28								
true	[BLASTED]	PYJ16574.1	hypothetical protein DME96_09310	950	20	0.0	84.02								
true	[BLASTED]	PYJ13606.1	histidine phosphatase family protein	199	20	2.7856E-143	90.21								
true	[BLASTED]	PYJ09769.1	MBL fold metallo-hydrolase	516	20	0.0	79.59								
true	[BLASTED]	PYJ09768.1	DUF1080 domain-containing protein	208	20	3.03684E-150	76.96								
true	[BLASTED]	PYJ04490.1	GlcNAc-PI de-N-acetylase	311	20	0.0	79.25								
true	[BLASTED]	PYJ00089.1	hypothetical protein DMF00_08970	321	20	0.0	83.54								
true	[BLASTED]	PYG38696.1	amino acid ABC transporter substrate-binding protein	344	20	0.0	97.18								
true	[BLASTED]	PYG21388.1	chromosome partitioning protein ParB	208	20	3.18419E-148	77.92								
true	[BLASTED]	PYF37478.1	ABC transporter substrate-binding protein	276	20	0.0	95.48								
